PROD_EST,COBERTURA,ANIO,Estado,Industria,VAL_USD,ESTATUS_CIFRA,ESTATUS
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Aguascalientes,Otras industrias manufactureras,16454,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Subsectores no especificados,52297,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Industria alimentaria,134676,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Industria de las bebidas y del tabaco,78357,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Fabricación de insumos textiles y acabado de textiles,26617,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,"Fabricación de productos textiles, excepto prendas de vestir",21993,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Fabricación de prendas de vestir,340166,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",25788,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Industria de la madera,19649,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Industria del papel,133723,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Impresión e industrias conexas,139595,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Industria química,278716,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Industria del plástico y del hule,656415,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Fabricación de productos a base de minerales no metálicos,272142,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Industrias metálicas básicas,177180,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Fabricación de productos metálicos,1534355,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Fabricación de maquinaria y equipo,968572,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",16428992,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",1395132,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Fabricación de equipo de transporte,3444019,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,"Fabricación de muebles, colchones y persianas",560781,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California,Otras industrias manufactureras,3462348,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California Sur,Subsectores no especificados,138835,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Baja California Sur,Industria alimentaria,36019,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Campeche,Subsectores no especificados,1726,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Campeche,Extracción de petróleo y gas,31109774,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Campeche,Industria alimentaria,15361,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Campeche,Fabricación de prendas de vestir,208575,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,Subsectores no especificados,10395,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",72560,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,Industria alimentaria,111728,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,Industria de las bebidas y del tabaco,46538,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,Fabricación de insumos textiles y acabado de textiles,18910,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,"Fabricación de productos textiles, excepto prendas de vestir",79495,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,Fabricación de prendas de vestir,669522,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",49407,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,Industria del papel,44749,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,Industria química,79934,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,Industria del plástico y del hule,233954,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,Fabricación de productos a base de minerales no metálicos,71969,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,Industrias metálicas básicas,5961749,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,Fabricación de productos metálicos,328089,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,Fabricación de maquinaria y equipo,2355118,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",243091,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",1063553,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,Fabricación de equipo de transporte,15686780,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,"Fabricación de muebles, colchones y persianas",51192,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Coahuila de Zaragoza,Otras industrias manufactureras,59782,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Colima,Subsectores no especificados,87010,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Colima,Industria alimentaria,25620,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Colima,Industria química,30104,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chiapas,Subsectores no especificados,138840,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chiapas,Extracción de petróleo y gas,987612,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chiapas,Industria alimentaria,128741,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chiapas,Industria química,410085,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,Subsectores no especificados,115978,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",1330493,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,Industria alimentaria,389824,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,Industria de las bebidas y del tabaco,103344,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,Fabricación de prendas de vestir,197291,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",179668,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,Industria de la madera,21090,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,Industria del papel,59621,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,Impresión e industrias conexas,83782,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,Industria química,84585,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,Industria del plástico y del hule,241175,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,Fabricación de productos a base de minerales no metálicos,95894,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,Industrias metálicas básicas,210962,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,Fabricación de productos metálicos,574445,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,Fabricación de maquinaria y equipo,1587581,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",20242675,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",2807276,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,Fabricación de equipo de transporte,7635183,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,"Fabricación de muebles, colchones y persianas",120441,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Chihuahua,Otras industrias manufactureras,2364707,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,Subsectores no especificados,0,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,Industria alimentaria,275865,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,Industria de las bebidas y del tabaco,46721,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,Fabricación de insumos textiles y acabado de textiles,53015,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,"Fabricación de productos textiles, excepto prendas de vestir",1658,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,Fabricación de prendas de vestir,151457,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",2116,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,Industria de la madera,0,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,Industria del papel,7730,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,Impresión e industrias conexas,50987,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,Fabricación de productos derivados del petróleo y del carbón,2551,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,Industria química,1546916,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,Industria del plástico y del hule,98191,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,Fabricación de productos a base de minerales no metálicos,10927,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,Industrias metálicas básicas,65931,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,Fabricación de productos metálicos,147348,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Ciudad de México,Fabricación de maquinaria y equipo,56844,Disponible,Cifras Revisadas.
