Year,Estado,Subindustria,USD
2007,Hidalgo,Industria del papel,231
2007,Hidalgo,Industria quimica,5980
2007,Hidalgo,Industria del plastico y del hule,39704
2007,Hidalgo,Fabricacion de productos a base de minerales no metalicos,23045
2007,Hidalgo,Industrias metalicas basicas,26814
2007,Hidalgo,Fabricacion de maquinaria y equipo,33810
2007,Hidalgo,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",30208
2007,Hidalgo,Fabricacion de equipo de transporte,464490
2007,Hidalgo,Otras industrias manufactureras,9791
2007,Jalisco,Subsectores no especificados,6262
2007,Jalisco,Industria alimentaria,255194
2007,Jalisco,Industria de las bebidas y del tabaco,700941
2007,Jalisco,Fabricacion de insumos textiles y acabado de textiles,16701
2007,Jalisco,"Fabricacion de productos textiles, excepto prendas de vestir",23081
2007,Jalisco,Fabricacion de prendas de vestir,103337
2007,Jalisco,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",42730
2007,Jalisco,Industria del papel,8281
2007,Jalisco,Impresion e industrias conexas,2371
2007,Jalisco,Industria quimica,390664
2007,Jalisco,Industria del plastico y del hule,278964
2007,Jalisco,Fabricacion de productos a base de minerales no metalicos,6371
2007,Jalisco,Industrias metalicas basicas,105136
2007,Jalisco,Fabricacion de productos metalicos,174444
2007,Jalisco,Fabricacion de maquinaria y equipo,14249
2007,Jalisco,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",10344633
2007,Jalisco,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",165990
2007,Jalisco,Fabricacion de equipo de transporte,1774111
2007,Jalisco,"Fabricacion de muebles, colchones y persianas",18201
2007,Jalisco,Otras industrias manufactureras,14311
2007,Mexico,Subsectores no especificados,72591
2007,Mexico,Industria alimentaria,538302
2007,Mexico,Industria de las bebidas y del tabaco,31079
2007,Mexico,Fabricacion de insumos textiles y acabado de textiles,122863
2007,Mexico,"Fabricacion de productos textiles, excepto prendas de vestir",36571
2007,Mexico,Fabricacion de prendas de vestir,169365
2007,Mexico,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",4077
2007,Mexico,Industria del papel,106380
2007,Mexico,Impresion e industrias conexas,4943
2007,Mexico,Fabricacion de productos derivados del petroleo y del carbon,2264
2007,Mexico,Industria quimica,1029727
2007,Mexico,Industria del plastico y del hule,439281
2007,Mexico,Fabricacion de productos a base de minerales no metalicos,157565
2007,Mexico,Industrias metalicas basicas,435988
2007,Mexico,Fabricacion de productos metalicos,385010
2007,Mexico,Fabricacion de maquinaria y equipo,279968
2007,Mexico,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",257440
2007,Mexico,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",360523
2007,Mexico,Fabricacion de equipo de transporte,3942245
2007,Mexico,"Fabricacion de muebles, colchones y persianas",43031
2007,Mexico,Otras industrias manufactureras,223923
2007,Michoacan,Subsectores no especificados,28264
2007,Michoacan,Industria alimentaria,108819
2007,Michoacan,"Fabricacion de productos textiles, excepto prendas de vestir",90
2007,Michoacan,Industria del papel,17873
2007,Michoacan,Industria quimica,24256
2007,Michoacan,Industria del plastico y del hule,61820
2007,Michoacan,Fabricacion de productos a base de minerales no metalicos,953
2007,Michoacan,Industrias metalicas basicas,115216
2007,Morelos,Subsectores no especificados,9815
2007,Morelos,Industria alimentaria,13209
2007,Morelos,Fabricacion de insumos textiles y acabado de textiles,39634
2007,Morelos,"Fabricacion de productos textiles, excepto prendas de vestir",211
2007,Morelos,Fabricacion de prendas de vestir,29563
2007,Morelos,Industria del papel,3314
2007,Morelos,Industria quimica,132197
2007,Morelos,Industria del plastico y del hule,70985
2007,Morelos,Fabricacion de productos a base de minerales no metalicos,53810
2007,Morelos,Fabricacion de productos metalicos,7489
2007,Morelos,Fabricacion de maquinaria y equipo,9423
2007,Morelos,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",145473
2007,Morelos,Fabricacion de equipo de transporte,1521198
2007,Morelos,Otras industrias manufactureras,8602
2007,Nayarit,Subsectores no especificados,15060
2007,Nayarit,Industria de las bebidas y del tabaco,22054
2007,Nuevo Leon,Subsectores no especificados,0
2007,Nuevo Leon,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",16378
2007,Nuevo Leon,Industria alimentaria,244664
2007,Nuevo Leon,Industria de las bebidas y del tabaco,333740
2007,Nuevo Leon,Fabricacion de insumos textiles y acabado de textiles,13770
2007,Nuevo Leon,"Fabricacion de productos textiles, excepto prendas de vestir",74718
2007,Nuevo Leon,Fabricacion de prendas de vestir,38560
2007,Nuevo Leon,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",26925
2007,Nuevo Leon,Industria de la madera,19548
2007,Nuevo Leon,Industria del papel,104709
2007,Nuevo Leon,Impresion e industrias conexas,263
2007,Nuevo Leon,Fabricacion de productos derivados del petroleo y del carbon,373452
2007,Nuevo Leon,Industria quimica,479168
2007,Nuevo Leon,Industria del plastico y del hule,506252
2007,Nuevo Leon,Fabricacion de productos a base de minerales no metalicos,679798
2007,Nuevo Leon,Industrias metalicas basicas,1319474
2007,Nuevo Leon,Fabricacion de productos metalicos,765856
2007,Nuevo Leon,Fabricacion de maquinaria y equipo,1971948
2007,Nuevo Leon,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",4305324
2007,Nuevo Leon,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",4159722
2007,Nuevo Leon,Fabricacion de equipo de transporte,3884510
2007,Nuevo Leon,"Fabricacion de muebles, colchones y persianas",50277
2007,Nuevo Leon,Otras industrias manufactureras,434421
2007,Oaxaca,Subsectores no especificados,605667
2007,Oaxaca,Industria alimentaria,17528
2007,Oaxaca,Fabricacion de productos a base de minerales no metalicos,92
2007,Oaxaca,Otras industrias manufactureras,34
2007,Puebla,Subsectores no especificados,1014
2007,Puebla,Industria alimentaria,149941
2007,Puebla,Industria de las bebidas y del tabaco,8754
2007,Puebla,Fabricacion de insumos textiles y acabado de textiles,33821
2007,Puebla,"Fabricacion de productos textiles, excepto prendas de vestir",17640
2007,Puebla,Fabricacion de prendas de vestir,379403
2007,Puebla,Industria del papel,47979
2007,Puebla,Industria quimica,93564
2007,Puebla,Industria del plastico y del hule,61625
2007,Puebla,Fabricacion de productos a base de minerales no metalicos,12308
2007,Puebla,Industrias metalicas basicas,42606
2007,Puebla,Fabricacion de productos metalicos,104259
2007,Puebla,Fabricacion de maquinaria y equipo,52249
2007,Puebla,Fabricacion de equipo de transporte,6739926
2007,Puebla,"Fabricacion de muebles, colchones y persianas",17215
2007,Puebla,Otras industrias manufactureras,19011
2007,Queretaro,Subsectores no especificados,25325
2007,Queretaro,Industria alimentaria,73713
2007,Queretaro,Industria de las bebidas y del tabaco,11570
2007,Queretaro,Fabricacion de insumos textiles y acabado de textiles,22075
2007,Queretaro,Fabricacion de prendas de vestir,97280
2007,Queretaro,Industria del papel,84151
2007,Queretaro,Impresion e industrias conexas,25291
2007,Queretaro,Fabricacion de productos derivados del petroleo y del carbon,34121
2007,Queretaro,Industria quimica,217265
2007,Queretaro,Industria del plastico y del hule,197873
2007,Queretaro,Fabricacion de productos a base de minerales no metalicos,86907
2007,Queretaro,Industrias metalicas basicas,29433
2007,Queretaro,Fabricacion de productos metalicos,148560
2007,Queretaro,Fabricacion de maquinaria y equipo,240480
2007,Queretaro,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",241843
2007,Queretaro,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",163587
2007,Queretaro,Fabricacion de equipo de transporte,1711033
2007,Quintana Roo,Subsectores no especificados,297
2007,Quintana Roo,Industria alimentaria,36715
2007,Quintana Roo,Industria de la madera,3515
2007,Quintana Roo,Fabricacion de productos a base de minerales no metalicos,40
2007,San Luis Potosi,Subsectores no especificados,304451
2007,San Luis Potosi,Industria alimentaria,116222
2007,San Luis Potosi,Fabricacion de insumos textiles y acabado de textiles,19765
2007,San Luis Potosi,"Fabricacion de productos textiles, excepto prendas de vestir",29033
2007,San Luis Potosi,Fabricacion de prendas de vestir,91439
2007,San Luis Potosi,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",739
2007,San Luis Potosi,Industria del papel,74285
2007,San Luis Potosi,Industria quimica,72042
2007,San Luis Potosi,Industria del plastico y del hule,236686
2007,San Luis Potosi,Fabricacion de productos a base de minerales no metalicos,7291
2007,San Luis Potosi,Industrias metalicas basicas,1127881
2007,San Luis Potosi,Fabricacion de productos metalicos,31742
2007,San Luis Potosi,Fabricacion de maquinaria y equipo,276529
2007,San Luis Potosi,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",372130
2007,San Luis Potosi,Fabricacion de equipo de transporte,2021705
2007,San Luis Potosi,"Fabricacion de muebles, colchones y persianas",6328
2007,Sinaloa,Subsectores no especificados,32951
2007,Sinaloa,Industria alimentaria,131124
2007,Sinaloa,Industria de las bebidas y del tabaco,1883
2007,Sinaloa,Fabricacion de prendas de vestir,24896
2007,Sinaloa,Industria del papel,351
2007,Sinaloa,Industria del plastico y del hule,4769
2007,Sinaloa,Fabricacion de productos a base de minerales no metalicos,18
2007,Sinaloa,Fabricacion de productos metalicos,5457
2007,Sinaloa,Fabricacion de equipo de transporte,123383
2007,Sonora,Subsectores no especificados,17471
2007,Sonora,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",1531677
2007,Sonora,Industria alimentaria,180451
2007,Sonora,Industria de las bebidas y del tabaco,7507
2007,Sonora,Fabricacion de insumos textiles y acabado de textiles,42732
2007,Sonora,"Fabricacion de productos textiles, excepto prendas de vestir",12910
2007,Sonora,Fabricacion de prendas de vestir,277697
2007,Sonora,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",11951
2007,Sonora,Industria del papel,4350
2007,Sonora,Industria quimica,629108
2007,Sonora,Industria del plastico y del hule,149403
2007,Sonora,Fabricacion de productos a base de minerales no metalicos,5643
2007,Sonora,Industrias metalicas basicas,753071
2007,Sonora,Fabricacion de productos metalicos,416765
2007,Sonora,Fabricacion de maquinaria y equipo,370835
2007,Sonora,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",2243848
2007,Sonora,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",624222
2007,Sonora,Fabricacion de equipo de transporte,4646217
2007,Sonora,"Fabricacion de muebles, colchones y persianas",116026
2007,Sonora,Otras industrias manufactureras,938501
2007,Tabasco,Subsectores no especificados,1809
2007,Tabasco,Extraccion de petroleo y gas,7587435
2007,Tabasco,Industria alimentaria,19347
2007,Tabasco,Industria quimica,658781
2007,Tabasco,Fabricacion de productos a base de minerales no metalicos,5223
2007,Tamaulipas,Subsectores no especificados,314206
2007,Tamaulipas,Extraccion de petroleo y gas,379372
2007,Tamaulipas,Industria alimentaria,179363
2007,Tamaulipas,Industria de las bebidas y del tabaco,2673
2007,Tamaulipas,"Fabricacion de productos textiles, excepto prendas de vestir",70290
2007,Tamaulipas,Fabricacion de prendas de vestir,124432
2007,Tamaulipas,Industria de la madera,5806
2007,Tamaulipas,Industria del papel,104028
2007,Tamaulipas,Industria quimica,2521431
2007,Tamaulipas,Industria del plastico y del hule,353545
2007,Tamaulipas,Fabricacion de productos a base de minerales no metalicos,193018
2007,Tamaulipas,Industrias metalicas basicas,11207
2007,Tamaulipas,Fabricacion de productos metalicos,770056
2007,Tamaulipas,Fabricacion de maquinaria y equipo,1230094
2007,Tamaulipas,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",8670253
2007,Tamaulipas,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",2332117
2007,Tamaulipas,Fabricacion de equipo de transporte,4254001
2007,Tamaulipas,"Fabricacion de muebles, colchones y persianas",173391
2007,Tamaulipas,Otras industrias manufactureras,828148
2007,Tlaxcala,Subsectores no especificados,238062
2007,Tlaxcala,Industria alimentaria,24547
2007,Tlaxcala,Fabricacion de insumos textiles y acabado de textiles,8886
2007,Tlaxcala,"Fabricacion de productos textiles, excepto prendas de vestir",4225
2007,Tlaxcala,Fabricacion de prendas de vestir,181485
2007,Tlaxcala,Industria del papel,20295
2007,Tlaxcala,Industria quimica,96061
2007,Tlaxcala,Industria del plastico y del hule,20645
2007,Tlaxcala,Fabricacion de productos a base de minerales no metalicos,80204
2007,Tlaxcala,Industrias metalicas basicas,31252
2007,Tlaxcala,Fabricacion de equipo de transporte,37104
2007,Tlaxcala,Otras industrias manufactureras,3479
2007,Veracruz,Subsectores no especificados,338489
2007,Veracruz,Extraccion de petroleo y gas,758744
2007,Veracruz,Industria alimentaria,411482
2007,Veracruz,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",19097
2007,Veracruz,Industria del papel,25381
2007,Veracruz,Industria quimica,1418518
2007,Veracruz,Industria del plastico y del hule,33510
2007,Veracruz,Fabricacion de productos a base de minerales no metalicos,26724
2007,Veracruz,Industrias metalicas basicas,1048536
2007,Veracruz,Fabricacion de productos metalicos,33575
2007,Veracruz,Fabricacion de maquinaria y equipo,156018
2007,Yucatan,Subsectores no especificados,108433
2007,Yucatan,Industria alimentaria,65224
2007,Yucatan,Industria de las bebidas y del tabaco,3005
2007,Yucatan,Fabricacion de insumos textiles y acabado de textiles,9370
2007,Yucatan,"Fabricacion de productos textiles, excepto prendas de vestir",32148
2007,Yucatan,Fabricacion de prendas de vestir,420648
2007,Yucatan,Industria quimica,446
2007,Yucatan,Industria del plastico y del hule,23479
2007,Yucatan,Fabricacion de productos a base de minerales no metalicos,3894
2007,Yucatan,Fabricacion de maquinaria y equipo,8415
2007,Yucatan,Otras industrias manufactureras,471486
2007,Zacatecas,Subsectores no especificados,80681
2007,Zacatecas,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",262569
2007,Zacatecas,Industria alimentaria,34414
2007,Zacatecas,Industria de las bebidas y del tabaco,77091
2007,Zacatecas,Fabricacion de prendas de vestir,17971
2007,Zacatecas,Fabricacion de equipo de transporte,1641845
2008,Aguascalientes,Subsectores no especificados,22049
2008,Aguascalientes,Industria alimentaria,44880
2008,Aguascalientes,"Fabricacion de productos textiles, excepto prendas de vestir",8662
2008,Aguascalientes,Fabricacion de prendas de vestir,235878
2008,Aguascalientes,Industria del papel,3710
2008,Aguascalientes,Industria quimica,4072
2008,Aguascalientes,Industria del plastico y del hule,15193
2008,Aguascalientes,Fabricacion de productos a base de minerales no metalicos,47484
2008,Aguascalientes,Fabricacion de productos metalicos,5782
2008,Aguascalientes,Fabricacion de maquinaria y equipo,44467
2008,Aguascalientes,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",505006
2008,Aguascalientes,Fabricacion de equipo de transporte,3515760
2008,Aguascalientes,Otras industrias manufactureras,3949
2008,Baja California,Subsectores no especificados,45931
2008,Baja California,Industria alimentaria,118232
2008,Baja California,Industria de las bebidas y del tabaco,103539
2008,Baja California,Fabricacion de insumos textiles y acabado de textiles,40329
2008,Baja California,"Fabricacion de productos textiles, excepto prendas de vestir",17301
2008,Baja California,Fabricacion de prendas de vestir,350484
2008,Baja California,Industria de la madera,73914
2008,Baja California,Industria del papel,191364
2008,Baja California,Impresion e industrias conexas,48956
2008,Baja California,Industria quimica,49891
2008,Baja California,Industria del plastico y del hule,598185
2008,Baja California,Fabricacion de productos a base de minerales no metalicos,208156
2008,Baja California,Industrias metalicas basicas,133332
2008,Baja California,Fabricacion de productos metalicos,1553075
2008,Baja California,Fabricacion de maquinaria y equipo,651290
2008,Baja California,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",21236670
2008,Baja California,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",1653934
2008,Baja California,Fabricacion de equipo de transporte,2304420
2008,Baja California,"Fabricacion de muebles, colchones y persianas",664584
2008,Baja California,Otras industrias manufactureras,2945327
2008,Baja California Sur,Subsectores no especificados,142882
2008,Baja California Sur,Industria alimentaria,40854
2008,Baja California Sur,Fabricacion de productos a base de minerales no metalicos,19
2008,Campeche,Subsectores no especificados,18783
2008,Campeche,Extraccion de petroleo y gas,31639326
2008,Campeche,Fabricacion de prendas de vestir,179702
2008,Coahuila,Subsectores no especificados,4847
2008,Coahuila,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",31693
2008,Coahuila,Industria alimentaria,122225
2008,Coahuila,Industria de las bebidas y del tabaco,3254
2008,Coahuila,Fabricacion de insumos textiles y acabado de textiles,17516
2008,Coahuila,"Fabricacion de productos textiles, excepto prendas de vestir",136600
2008,Coahuila,Fabricacion de prendas de vestir,748601
2008,Coahuila,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",54557
2008,Coahuila,Industria del papel,42191
2008,Coahuila,Industria quimica,109138
2008,Coahuila,Industria del plastico y del hule,200610
2008,Coahuila,Fabricacion de productos a base de minerales no metalicos,65971
2008,Coahuila,Industrias metalicas basicas,3810357
2008,Coahuila,Fabricacion de productos metalicos,509329
2008,Coahuila,Fabricacion de maquinaria y equipo,1665206
2008,Coahuila,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",221703
2008,Coahuila,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",1426896
2008,Coahuila,Fabricacion de equipo de transporte,12488742
2008,Coahuila,"Fabricacion de muebles, colchones y persianas",45223
2008,Coahuila,Otras industrias manufactureras,52380
2008,Colima,Subsectores no especificados,41352
2008,Colima,Industria alimentaria,23433
2008,Colima,Industria quimica,21822
2008,Chiapas,Subsectores no especificados,70
2008,Chiapas,Extraccion de petroleo y gas,433415
2008,Chiapas,Industria alimentaria,75846
2008,Chiapas,Industria quimica,283722
2008,Chiapas,Fabricacion de productos a base de minerales no metalicos,11
2008,Chiapas,Fabricacion de equipo de transporte,101358
2008,Chihuahua,Subsectores no especificados,26741
2008,Chihuahua,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",57128
2008,Chihuahua,Industria alimentaria,365841
2008,Chihuahua,Industria de las bebidas y del tabaco,67825
2008,Chihuahua,Fabricacion de insumos textiles y acabado de textiles,99060
2008,Chihuahua,Fabricacion de prendas de vestir,231654
2008,Chihuahua,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",154205
2008,Chihuahua,Industria de la madera,29984
2008,Chihuahua,Industria del papel,83029
2008,Chihuahua,Impresion e industrias conexas,114772
2008,Chihuahua,Industria quimica,64610
2008,Chihuahua,Industria del plastico y del hule,275785
2008,Chihuahua,Fabricacion de productos a base de minerales no metalicos,119813
2008,Chihuahua,Industrias metalicas basicas,243578
2008,Chihuahua,Fabricacion de productos metalicos,509544
2008,Chihuahua,Fabricacion de maquinaria y equipo,509974
2008,Chihuahua,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",11478766
2008,Chihuahua,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",3247570
2008,Chihuahua,Fabricacion de equipo de transporte,7231961
2008,Chihuahua,"Fabricacion de muebles, colchones y persianas",67129
2008,Chihuahua,Otras industrias manufactureras,2725301
2008,Ciudad de Mexico,Subsectores no especificados,1389
2008,Ciudad de Mexico,Industria alimentaria,212091
2008,Ciudad de Mexico,Industria de las bebidas y del tabaco,56725
2008,Ciudad de Mexico,Fabricacion de insumos textiles y acabado de textiles,41856
2008,Ciudad de Mexico,"Fabricacion de productos textiles, excepto prendas de vestir",5301
2008,Ciudad de Mexico,Fabricacion de prendas de vestir,158020
2008,Ciudad de Mexico,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",1501
2008,Ciudad de Mexico,Industria del papel,11167
2008,Ciudad de Mexico,Impresion e industrias conexas,104056
2008,Ciudad de Mexico,Industria quimica,1268418
2008,Ciudad de Mexico,Industria del plastico y del hule,94319
2008,Ciudad de Mexico,Fabricacion de productos a base de minerales no metalicos,13588
2008,Ciudad de Mexico,Industrias metalicas basicas,132158
2008,Ciudad de Mexico,Fabricacion de productos metalicos,152494
2008,Ciudad de Mexico,Fabricacion de maquinaria y equipo,54531
2008,Ciudad de Mexico,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",41639
2008,Ciudad de Mexico,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",253088
2008,Ciudad de Mexico,Fabricacion de equipo de transporte,208961
2008,Ciudad de Mexico,"Fabricacion de muebles, colchones y persianas",15195
2008,Ciudad de Mexico,Otras industrias manufactureras,43571
2008,Durango,Subsectores no especificados,45367
2008,Durango,Industria alimentaria,15944
2008,Durango,Fabricacion de prendas de vestir,367431
2008,Durango,Industria de la madera,39671
2008,Durango,Industria del plastico y del hule,25959
2008,Durango,Fabricacion de productos a base de minerales no metalicos,29212
2008,Durango,Industrias metalicas basicas,24698
2008,Durango,Fabricacion de productos metalicos,39064
2008,Durango,Fabricacion de maquinaria y equipo,209831
2008,Durango,Fabricacion de equipo de transporte,138655
2008,Durango,"Fabricacion de muebles, colchones y persianas",49071
2008,Guanajuato,Subsectores no especificados,27992
2008,Guanajuato,Industria alimentaria,451703
2008,Guanajuato,Fabricacion de insumos textiles y acabado de textiles,43332
2008,Guanajuato,Fabricacion de prendas de vestir,131224
2008,Guanajuato,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",272158
2008,Guanajuato,Industria del papel,3095
2008,Guanajuato,Impresion e industrias conexas,831
2008,Guanajuato,Fabricacion de productos derivados del petroleo y del carbon,817841
2008,Guanajuato,Industria quimica,153595
2008,Guanajuato,Industria del plastico y del hule,100819
2008,Guanajuato,Fabricacion de productos a base de minerales no metalicos,24001
2008,Guanajuato,Industrias metalicas basicas,427995
2008,Guanajuato,Fabricacion de productos metalicos,129528
2008,Guanajuato,Fabricacion de maquinaria y equipo,8059
2008,Guanajuato,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",194907
2008,Guanajuato,Fabricacion de equipo de transporte,3619492
2008,Guanajuato,"Fabricacion de muebles, colchones y persianas",8815
2008,Guanajuato,Otras industrias manufactureras,4538
2008,Guerrero,Subsectores no especificados,1668
2008,Guerrero,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",240893
2008,Guerrero,Fabricacion de productos a base de minerales no metalicos,5769
2008,Hidalgo,Subsectores no especificados,8165
2008,Hidalgo,Industria alimentaria,20801
2008,Hidalgo,Fabricacion de insumos textiles y acabado de textiles,42789
2008,Hidalgo,Fabricacion de prendas de vestir,98116
2008,Hidalgo,Industria del papel,663
2008,Hidalgo,Fabricacion de productos derivados del petroleo y del carbon,1126655
2008,Hidalgo,Industria quimica,5452
2008,Hidalgo,Industria del plastico y del hule,53817
2008,Hidalgo,Fabricacion de productos a base de minerales no metalicos,26749
2008,Hidalgo,Industrias metalicas basicas,59484
2008,Hidalgo,Fabricacion de maquinaria y equipo,40388
2008,Hidalgo,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",35915
2008,Hidalgo,Fabricacion de equipo de transporte,525637
2008,Jalisco,Subsectores no especificados,0
2008,Jalisco,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",3776
2008,Jalisco,Industria alimentaria,311107
2008,Jalisco,Industria de las bebidas y del tabaco,688199
2008,Jalisco,Fabricacion de insumos textiles y acabado de textiles,11177
2008,Jalisco,"Fabricacion de productos textiles, excepto prendas de vestir",23181
2008,Jalisco,Fabricacion de prendas de vestir,96942
2008,Jalisco,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",33144
2008,Jalisco,Industria de la madera,141
2008,Jalisco,Industria del papel,8826
2008,Jalisco,Impresion e industrias conexas,13073
2008,Jalisco,Fabricacion de productos derivados del petroleo y del carbon,10625
2008,Jalisco,Industria quimica,533452
2008,Jalisco,Industria del plastico y del hule,204409
2008,Jalisco,Fabricacion de productos a base de minerales no metalicos,13719
2008,Jalisco,Industrias metalicas basicas,126088
2008,Jalisco,Fabricacion de productos metalicos,204977
2008,Jalisco,Fabricacion de maquinaria y equipo,31672
2008,Jalisco,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",11362027
2008,Jalisco,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",287729
2008,Jalisco,Fabricacion de equipo de transporte,1361303
2008,Jalisco,"Fabricacion de muebles, colchones y persianas",18851
2008,Jalisco,Otras industrias manufactureras,16181
2008,Mexico,Subsectores no especificados,47444
2008,Mexico,Industria alimentaria,690514
2008,Mexico,Industria de las bebidas y del tabaco,108044
2008,Mexico,Fabricacion de insumos textiles y acabado de textiles,123487
2008,Mexico,"Fabricacion de productos textiles, excepto prendas de vestir",33913
2008,Mexico,Fabricacion de prendas de vestir,161802
2008,Mexico,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",3506
2008,Mexico,Industria del papel,92965
2008,Mexico,Impresion e industrias conexas,4419
2008,Mexico,Fabricacion de productos derivados del petroleo y del carbon,3102
2008,Mexico,Industria quimica,1111011
2008,Mexico,Industria del plastico y del hule,476366
2008,Mexico,Fabricacion de productos a base de minerales no metalicos,326030
2008,Mexico,Industrias metalicas basicas,339654
2008,Mexico,Fabricacion de productos metalicos,535981
2008,Mexico,Fabricacion de maquinaria y equipo,329620
2008,Mexico,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",238155
2008,Mexico,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",378678
2008,Mexico,Fabricacion de equipo de transporte,4591014
2008,Mexico,"Fabricacion de muebles, colchones y persianas",44489
2008,Mexico,Otras industrias manufactureras,269704
2008,Michoacan,Subsectores no especificados,22392
2008,Michoacan,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",2097
2008,Michoacan,Industria alimentaria,141307
2008,Michoacan,"Fabricacion de productos textiles, excepto prendas de vestir",132
2008,Michoacan,Industria de la madera,4653
2008,Michoacan,Industria del papel,19379
2008,Michoacan,Industria quimica,421472
2008,Michoacan,Industria del plastico y del hule,86258
2008,Michoacan,Fabricacion de productos a base de minerales no metalicos,1065
2008,Michoacan,Industrias metalicas basicas,400962
2008,Morelos,Subsectores no especificados,9684
2008,Morelos,Industria alimentaria,43605
2008,Morelos,Fabricacion de insumos textiles y acabado de textiles,43109
2008,Morelos,"Fabricacion de productos textiles, excepto prendas de vestir",153
2008,Morelos,Fabricacion de prendas de vestir,32801
2008,Morelos,Industria del papel,3784
2008,Morelos,Industria quimica,148894
2008,Morelos,Industria del plastico y del hule,76375
2008,Morelos,Fabricacion de productos a base de minerales no metalicos,104486
2008,Morelos,Fabricacion de productos metalicos,9352
2008,Morelos,Fabricacion de maquinaria y equipo,10202
2008,Morelos,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",44534
2008,Morelos,Fabricacion de equipo de transporte,1412424
2008,Morelos,Otras industrias manufactureras,11465
2008,Nayarit,Subsectores no especificados,19500
2008,Nayarit,Industria alimentaria,20403
2008,Nuevo Leon,Subsectores no especificados,0
2008,Nuevo Leon,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",16596
2008,Nuevo Leon,Industria alimentaria,369334
2008,Nuevo Leon,Industria de las bebidas y del tabaco,401117
